RecordID,Date,Country,TemperatureAnomaly_C,CO2Level_ppm,ExtremeWeatherEvent,EconomicImpact_USD,PopulationAffected
a9970747-92eb-4a1c-a2f0-c473db41c054,2013-07-24,Brazil,-1.1,373.01,Drought,8828662.94,3861006
cfae5d66-a2ea-491e-ad1d-18b644b06dea,2012-08-19,Australia,-0.24,379.45,Tornado,9738638.35,4878564
b5e5e51c-2e81-40fa-af32-3879b0a4d2b7,2000-12-23,China,-1.8,362.04,Tornado,8937142.69,944101
e5770062-5418-4f0f-9f6f-a88d1ded8e9a,2007-09-12,Australia,0.92,374.61,Flood,180357.48,3029742
0f3e420f-7900-40c5-8906-ab4a8c5c04ea,2013-12-25,Brazil,-1.99,384.18,Wildfire,6819225.83,2212924
56a8e63d-33b7-4b69-a695-bd6038cf73f6,2014-03-17,France,-1.43,419.11,None,9969155.41,2337590
b9161b01-14b3-4af8-abf5-6240af958d9a,2001-11-14,France,1.04,362.35,None,7281050.88,437132
e6156a64-f784-442e-9ae8-db27113b8f19,2014-05-04,Australia,0.94,391.33,Drought,7602356.97,2728779
ba0c8bac-ae8d-49e2-953f-0cc4e83d569f,2014-07-06,Russia,0.43,407.28,Hurricane,8409155.42,4327233
103a7d1b-e66c-4a4d-8a77-0cf1bef9caeb,2005-12-23,USA,-1.41,403.75,None,7712351.02,4600621
d292aa53-7498-47a1-b5da-f9882d4edaf2,2022-04-19,Canada,1.6,355.91,Wildfire,3830217.45,1311523
42c5a26e-bb46-4fd5-bdfd-38dbed55e06f,2013-11-13,USA,-0.71,366.37,Tornado,1048623.34,1030027
9d4898b0-e97c-4462-aad6-69d5a4e90e4f,2007-01-20,USA,0.01,406.55,Flood,9496443.63,3739419
2ab2f50e-82a8-4475-9251-8b5b0fa307f4,2012-09-15,Germany,-0.08,419.26,Heatwave,4540085.64,2915380
a9c3fe92-fe43-49cd-80c0-cba228d216a0,2017-06-14,Brazil,1.41,360.9,Tornado,8182548.32,1921733
014b66a5-f645-41bb-bedd-fe3a6c2ea1c2,2002-09-23,France,-1.94,392.8,None,969353.55,4072297
99e321f5-8cbd-4278-9a34-4667d5c5ce28,2005-03-12,China,1.02,364.17,Tornado,7512419.31,3822925
63088eff-a6ae-4198-8060-cc55cf979e9b,2020-05-21,Japan,1.86,413.18,None,5500186.48,3118175
d12c46a4-9019-40b1-a15b-ad00198a47a5,2006-12-09,India,-0.98,419.23,Flood,8542266.06,1689051
59e8f993-d9c5-4517-9ab4-823ca0771352,2003-02-08,Canada,0.98,382.39,Tornado,3584062.33,169447
0394e0bf-1a5c-40a6-992a-452caf68d3f6,2009-02-17,France,1.03,366.99,None,2998268.27,2673252
d283a249-3032-4022-9656-812bb1def260,2003-01-25,Canada,-1.06,374.17,Drought,8105447.17,2980681
948890e0-3b3d-43f3-97f3-cffed18bd50a,2022-01-29,Russia,1.25,389.47,Tornado,8271497.28,2430538
ac877538-ccb8-433f-a5d1-aedc3e00c3db,2002-12-04,Russia,1.55,412.12,Hurricane,4819144.28,2699065
24642a71-fd74-496a-b8a9-4f7befdeb31b,2021-02-22,France,-0.39,377.33,Flood,5388877.9,4512932
132196aa-c314-409a-a6a1-88bbdfb14f96,2013-11-30,France,0.33,403.79,Flood,4618960.31,1070340
724a5ede-0a41-43d6-9295-004ec50b1636,2005-09-29,USA,-0.38,406.78,Wildfire,5743542.48,205062
455014b4-0262-4b96-864d-ae2cc35fc3b0,2023-05-25,USA,1.09,396.18,Heatwave,8991094.44,1728192
4b76e01a-d54e-4d14-a0b5-a4dda8af728e,2016-02-08,France,1.41,386.94,Heatwave,1104779.96,3361906
35546478-eb4e-442a-9199-c66b20b8acfe,2019-11-22,USA,1.0,368.94,Flood,39596.99,3869585
cc0aa611-6f97-4729-9243-6d4ce6b9efe2,2007-05-17,France,-1.4,361.95,Hurricane,9752335.68,4507621
80f3233f-09bc-41e5-a693-ecac6e9b8559,2014-04-21,Russia,0.3,389.04,Wildfire,3663866.97,4047750
c320a5df-a1a8-4906-9fe2-d419fa45b23d,2001-02-07,Australia,-1.98,368.88,None,9234833.17,4847150
c0826526-b260-4daa-9cb6-958d509224ac,2015-07-26,France,-0.01,351.26,Heatwave,8727280.15,584607
9913e111-2ab4-4f6a-be9c-b08683fccbd7,2017-07-12,USA,-0.6,414.19,Drought,8804000.3,4267738
3f76d47f-d8e1-4b8a-86ad-ee4835017fbf,2022-10-31,Japan,0.48,363.28,Flood,8060810.68,2923804
ae2ec01b-fb68-493a-9ea1-6232f401dcaf,2004-05-09,Japan,-1.26,417.63,Flood,2838527.55,3269812
d98d583a-6788-4e3b-b91c-e18716a8eaf4,2005-01-01,USA,-0.82,366.78,Wildfire,9376270.24,3666221
f8146ea6-780f-4d97-aa6b-78fe5130052a,2018-09-03,Australia,-1.34,371.3,Flood,3101325.57,2246390
804b9e47-5b87-4d65-afb1-9e326d8c372c,2023-08-07,China,0.78,418.21,Flood,4920828.0,3319005
66d7b2df-7ea3-4fb8-9c0f-9d5b5b21eca4,2014-06-07,Germany,-0.34,416.77,Hurricane,8090736.45,1071868
f6406892-fc97-4dcc-9798-3b3202aed4f2,2014-05-27,USA,-0.74,370.3,Tornado,796325.31,3237294
70962de2-a29f-40a7-89bf-ca5e9f11e4c1,2023-02-26,China,0.2,409.75,Heatwave,9871673.96,3437836
3ba4d606-5061-43d1-bfda-a87e51b91778,2005-11-16,USA,-1.41,387.05,Heatwave,1145060.31,2032686
36a016d9-e78f-467c-ab3d-07fc8e9f0d91,2023-12-14,France,1.17,369.02,None,2668024.77,3106133
9133ac89-d45c-4f49-8f41-595482bcb314,2006-12-18,Russia,-0.85,360.65,Tornado,4173926.57,2667264
c7312a41-5ab7-4b98-9acf-5200e9f135f2,2000-06-23,USA,-0.15,389.33,Hurricane,5176832.57,186649
ed8b2de9-8341-4ffd-a8f9-15c796002a24,2021-10-04,Brazil,0.91,413.26,None,3217918.92,1524919
31ca542d-5c41-4a1f-89b5-b388e269ebb8,2017-01-02,China,-1.24,415.76,Hurricane,416625.72,733258
be7d32b6-b3a0-434f-91bb-6f6d4d7f6113,2010-04-01,USA,0.74,392.39,Flood,9484680.23,279932
7eaa01ec-fb3d-4579-a750-a836a5ff1245,2018-12-20,Japan,1.14,410.5,Tornado,5630963.92,171319
6134e20e-50b7-4a7f-a471-1f085b713486,2004-08-03,Russia,-0.94,398.9,None,236315.8,1580333
8777753c-86fa-45ff-9190-f23cec8c7176,2004-03-27,China,0.03,375.52,Tornado,7868357.56,3104532
fcab82f1-3675-4af7-a0b3-0e368a7c28e5,2018-02-23,Canada,1.43,391.12,Wildfire,9480443.56,3280874
0a97b05a-a5aa-48fb-8bf4-9735c5b98dce,2005-09-04,France,0.39,389.36,Wildfire,6353335.42,4399452
30f71b03-558f-49de-bbf5-47c6ba8c77e7,2017-03-21,India,-0.61,375.7,Drought,5750383.37,1325435
d1cacfbd-c534-4c2c-8ce2-091b657a7fe2,2008-10-06,Japan,-0.1,356.34,None,1900132.56,2031706
53bae6b5-9456-41d4-a59d-03dd5fc797b4,2007-08-04,Brazil,1.41,393.36,Hurricane,7164956.01,2455640
6c71ca75-961e-42b0-931c-ad6afefa5178,2000-10-03,USA,-1.37,417.43,Drought,1402815.88,1530938
2a8ef50c-d376-44c5-a54b-c3947d0c647f,2013-11-12,Germany,-0.39,366.36,Flood,3015810.53,1701119
199a8909-a9f8-4787-be1c-b31205a1df63,2000-10-28,France,-0.98,397.79,Tornado,4661381.66,3025188
56361286-1b34-4605-a3c6-908bf83a6604,2012-04-09,Canada,-1.2,383.51,Heatwave,8947460.76,2385532
1e1926c7-78c9-43ca-9065-9fecc89294ee,2019-12-26,France,-0.35,361.28,Tornado,3501281.65,3627713
6e713f8a-ff57-4f63-b285-c094192cac37,2022-03-03,Germany,-1.32,375.42,Tornado,8907135.49,2989148
2734be8f-0641-4dbf-a46d-f4f7bedb026e,2006-05-15,USA,-1.82,371.59,None,685067.81,1525514
974d6b80-b036-4a2c-9f69-0bef3c237cc7,2009-03-08,Germany,-0.19,413.25,Hurricane,1751856.09,1453243
e84d4a51-79cc-4be7-b306-24c153d4895e,2012-12-18,France,0.14,394.87,Hurricane,6381641.76,1788595
5b6b9f5b-30ad-4c9c-aed2-982e3b8502c0,2012-07-10,France,1.24,409.26,Tornado,2683305.51,2183962
2f52ae54-6cfd-487f-96c2-8d6f2f903ce2,2022-11-06,Canada,-0.05,365.26,Drought,6952675.57,3872036
07668be5-4016-4e6c-a3bb-145ca295efbe,2014-07-25,Canada,0.06,356.72,Tornado,6178171.15,2499750
a2ea6195-3423-42e6-a080-8390223aeae0,2012-05-09,Canada,-1.12,401.36,Flood,2923359.59,3713594
39e5a5e3-932b-41ee-898f-089df412fb98,2022-09-27,Japan,-1.56,400.89,Hurricane,8218842.04,1790798
99dad7c5-f8d9-4b4a-997c-b8f132c13ad0,2009-12-31,India,0.34,402.23,Wildfire,1036013.58,4912392
3bfc2860-96f4-47e6-9bfc-9a1c4e0fc0e8,2011-10-05,Canada,-0.63,389.87,Tornado,7672684.36,2140647
cf4b2255-4dee-4369-ac72-e4d9bb454a15,2007-10-22,France,0.75,385.15,Heatwave,5963772.13,1939860
0d254c0f-e240-4666-a75f-9fa8b64f6a9c,2006-10-07,Canada,1.38,354.98,Heatwave,2008189.74,305817
07f63949-d667-4a7f-adb8-715db55f52a2,2020-05-01,USA,-1.3,357.86,Wildfire,9070186.63,4390753
5c51cc70-8c5d-4c98-8ba7-1512c7c8121b,2008-02-16,India,0.18,392.26,Flood,7722906.32,2352863
4ba72954-47d3-437f-971c-07469561bd50,2019-02-11,Russia,0.57,359.28,Drought,698384.19,1851198
94a7b4c8-f475-4364-baca-0832a455b677,2002-11-29,Germany,1.27,364.88,Hurricane,2083283.88,1480483
2fe5cc62-3b3b-4916-8d10-a0cabf47dd32,2003-04-15,Brazil,-1.96,413.98,Tornado,4646087.05,4017558
669761a2-d004-4fdc-be07-31d63b4e8083,2004-12-10,Germany,0.84,419.08,Drought,4018007.68,3091205
290a45e5-07b2-4ba1-b59f-5eb6eb03d4c7,2001-07-29,Germany,-0.0,389.61,None,3938263.9,678904
06056d92-d77e-45fd-871f-33aef1fe00b5,2015-02-27,USA,-0.99,414.2,Wildfire,1115339.61,1949957
a36e17ef-e665-42c4-bcef-fe02b776011c,2022-12-29,China,0.37,354.88,None,2227203.65,4967981
00ef7e5d-f05f-4dce-8842-f232d44a67a2,2013-10-30,Australia,-1.28,355.62,Flood,9366735.28,24644
cf65b08d-6cc4-4a13-9f08-7e78d0744b77,2022-05-08,USA,-0.9,378.63,Hurricane,408126.81,3122718
a9c29fa4-9cea-4ef7-b1c5-024e1f3d66d2,2009-12-13,France,1.24,407.2,None,7806150.26,1656440
54ed0a7e-9f94-46a1-8ff1-69e9cd9579a8,2019-09-25,Russia,0.58,400.74,Hurricane,5860156.5,3985269
e5c8b6f0-f00d-488a-b532-8ea0297b94fa,2018-04-06,France,1.67,378.65,Heatwave,8865033.73,514078
59ee6240-e306-4d01-a73c-0b9531b8b580,2000-08-09,France,-0.83,395.54,Drought,3457259.06,4332790
0dc8dc0a-b20d-41df-930c-a887e11b968e,2007-01-21,India,0.92,419.59,Wildfire,3035361.66,1565455
2de67db2-4d0b-44a4-8b1f-74ac13d37c54,2009-02-20,Canada,-1.48,403.11,Hurricane,3868401.85,3576441
672e7ce1-83cd-40fe-bed7-d30bd11c901b,2003-12-06,France,0.61,401.8,Tornado,3474569.76,1320960
63a59b05-63e5-458f-ba19-d4eb1b8b0d08,2002-05-08,Australia,-1.83,368.7,Hurricane,1112235.53,417128
2b336aab-aafa-4bd2-8b85-350610d1ca64,2008-03-16,Australia,0.71,378.48,Wildfire,4032764.53,4974112
b0e0d9d8-b958-4268-8995-2fb089b03c0a,2023-10-27,USA,0.6,387.69,Wildfire,2105023.25,1500980
488c083b-237b-4a3c-9c06-516ed5823b5f,2001-05-14,Brazil,-0.19,419.48,None,5961448.86,4078677
bc57e444-1a67-4253-8ad3-f8bcea481308,2016-11-07,Russia,-1.2,415.17,Flood,424854.49,2949855
3d96b49d-057f-46bd-af51-a6b0f80c8a16,2004-12-06,France,-1.34,413.18,Flood,6514304.39,4108395
979ffc92-8655-4c96-8e77-becd907ee1b4,2022-07-26,Australia,-1.22,385.32,Drought,1875055.07,2560072
618e6a75-e507-463d-b98b-16f389d08c06,2013-02-08,China,0.58,381.27,Heatwave,2109393.26,169539
8c6f045e-6ca8-491f-afc7-70d66ddf87b6,2005-02-21,China,0.34,359.99,Wildfire,7464177.6,1280727
fbfb0d71-034f-404d-96d6-edea5cc46d52,2008-09-14,Russia,0.4,415.23,Flood,7480823.95,3988602
0698f5fb-120f-4d8b-9537-79720b14d1d4,2008-11-24,Japan,-1.3,355.06,Drought,8870191.59,290724
6bc66079-1050-4acd-9d3e-cb29319016a6,2008-08-24,India,1.98,417.26,Flood,7198084.05,4129598
ee7036e0-2cdf-4750-abdc-77b7bcafcbae,2000-05-24,Japan,0.63,387.4,Hurricane,5787259.12,3885922
5b17ed29-733e-46e9-89cc-445696761a8d,2012-04-07,Germany,0.73,359.19,None,6117528.75,2513384
405085e7-0ee3-4a42-804e-eb3f52e6af38,2018-10-27,Canada,1.73,352.74,Tornado,8514691.59,455754
05c2253d-d790-4814-ab50-8ae8ddf0f238,2020-11-13,China,1.13,375.24,Hurricane,7176669.94,509782
7764df00-9027-4b22-86e7-0730fa5a9864,2022-02-28,China,0.26,395.67,Drought,493427.22,4290306
575ea32f-4e3e-42b3-87d5-b6c09fbc5746,2017-01-23,Australia,1.08,351.22,Tornado,506007.25,2127572
9b5d87d8-e69c-4233-bf0a-41b8469d7670,2010-07-21,India,0.29,361.53,None,1046035.93,4458678
92d62918-4cf3-4c6e-b8d7-cb901ed4d4bf,2006-07-14,Canada,-0.62,410.16,Wildfire,8394839.34,3711057
d6e0e2ca-02a8-4816-84c3-ddc09fa3b934,2003-06-18,Russia,-1.14,385.42,None,6138682.93,17776
85dfa3ce-9363-4ff9-ad9c-f7dfdb8d605e,2008-12-24,France,-0.03,351.03,Drought,6452645.75,3370968
21bd4342-b61b-4b5d-a952-216ee656e836,2004-04-01,Russia,0.56,368.99,None,8051568.17,4339738
57ed4b9c-5da6-4a74-90d3-0dda2344d9a6,2009-10-26,France,1.84,409.92,Flood,5086117.65,2631265
07371ef3-f79c-496f-ba73-4dc4a2aa95d9,2017-06-07,France,0.4,418.75,Drought,4374808.65,1465261
84255d07-f68f-4b85-85ba-e15bfeec0512,2011-10-11,Germany,0.42,394.09,Wildfire,7889392.42,4976054
81b89050-3367-4287-b570-501d339e479e,2009-02-10,China,0.67,360.46,Heatwave,9476138.03,1097445
e4a174d4-9c40-4dce-b4b7-ae70de233d79,2016-04-26,USA,-1.1,416.98,Flood,3201282.43,3313587
254c7523-469b-4c86-b607-9bb23e8b668c,2007-07-11,Japan,-0.32,351.85,Wildfire,6929760.81,892354
1806fe25-e2ce-41d8-9d66-4051942f1022,2011-09-06,Germany,1.35,389.82,Wildfire,4814560.35,4077100
ed2819f0-7d02-45f9-8961-7bbf4ee87f0b,2019-03-19,China,0.81,412.74,Hurricane,7481705.05,3733252
945598c0-d8ec-47b8-9d48-b5b066ea15bb,2023-10-09,Germany,1.43,350.77,Wildfire,315903.98,4398632
b5a9420c-1b91-4014-8ef5-8388e5fc09b2,2003-08-19,Russia,-1.44,357.26,Hurricane,193591.01,1513570
46468a57-94f0-47c9-b3f5-98d841f6f0b0,2022-09-18,Japan,-1.61,350.39,Heatwave,8792545.22,2278944
0ba0799c-b31e-4651-985c-333d1d7ca4de,2011-06-17,Canada,-0.37,390.59,Flood,1964922.61,1245876
ea07ad6f-88b4-464a-bb02-e7a72d115b0b,2011-07-06,USA,-1.79,418.02,Hurricane,6693875.15,1204178
e5278202-8d12-4814-9edc-226dee1b52b5,2006-05-20,France,0.45,412.36,Hurricane,2192517.67,558626
cec22f44-e7c9-4f6e-bd86-c3fcdd68ae4f,2023-10-07,Canada,1.86,353.15,None,2917592.46,15829
cf5f9cbc-fdd9-492b-9eff-ae9fbf8ed909,2019-04-24,Russia,-0.88,393.05,Tornado,3614904.49,4543431
1e2a3cc9-45db-4443-9fd2-cae437536564,2000-03-01,China,-0.67,409.77,Hurricane,4195041.86,1845202
c9c2ed92-6c16-4e2d-bd78-489b87008a6a,2011-03-21,Canada,-0.78,354.87,Drought,8066329.66,3779104
239ad71c-cdcb-495e-8fa5-239f11d1c8a1,2017-10-12,France,0.05,375.28,Heatwave,3172654.85,2736714
f8e22520-e8ce-488b-a82f-711d05cc376a,2009-07-04,Australia,1.3,365.65,None,4085435.12,3451541
2fc068e4-1d91-4837-a391-7dd74929ae06,2022-01-12,Canada,-0.2,379.09,None,991975.18,1651249
8d819de4-06b8-4f94-85e6-e30b9b911278,2011-08-23,Germany,-0.56,353.05,Drought,3249532.09,3574635
d3f4150d-f553-42fd-a1a3-c7244c0434d8,2003-05-22,Russia,-0.17,404.65,Tornado,6134694.19,4855828
8fba7430-f209-45c0-9646-b50a7d996876,2014-05-16,Brazil,-0.74,403.92,Drought,9897155.09,817707
b15e1c77-d36c-478d-9182-ef0d85eb0c2b,2010-08-10,Canada,0.89,401.99,None,1242302.03,945878
a86b1de7-56c9-4193-8844-bebbb14d1813,2002-08-26,Japan,0.26,417.47,Heatwave,1161197.19,65507
824943e4-055d-4f5c-b66b-ffaecf39933c,2015-12-30,Japan,1.23,395.09,None,7915170.95,2557743
ed2cc5eb-e80d-499f-b2dc-b25a2e8ee5cf,2019-04-16,Canada,-1.52,419.76,Tornado,1861885.23,1477073
b14a6e7b-df4f-4cb9-bfd1-cb12563e7592,2010-05-20,Germany,1.95,360.26,Drought,1092397.48,4892656
fddcef73-9e80-4b94-98f2-e8a6bdca0ae0,2013-07-18,Brazil,-0.56,364.62,Flood,369293.49,2423503
05707580-c887-4b23-b4b0-7d7622d30403,2016-05-10,France,-0.15,408.58,Tornado,2096272.21,2589605
33cb1504-0ede-4e4c-867a-474513e58ad1,2022-08-28,Germany,0.79,369.06,Hurricane,1915669.39,4838817
dddcec74-e3fe-47c3-bd71-65293ebc410d,2004-04-09,France,1.1,388.26,Hurricane,1704252.51,2096155
918b006f-a85a-4577-9122-2566ea16fd8f,2014-04-26,China,1.18,405.0,Wildfire,4524448.15,1738536
e69d1fee-c276-40a0-91ff-4c363ba85365,2015-02-01,Australia,0.72,350.63,Heatwave,3833071.33,1001287
42aaeb61-9502-4f3a-a60f-592d2bd5962b,2005-08-24,Russia,-1.85,399.62,Wildfire,1961490.99,3105796
8fedfcb5-53a1-4bb8-bcef-dc8287d25222,2020-11-11,Canada,-1.46,398.32,Wildfire,760970.57,597924
49921f91-2131-4112-8b76-2b1934e3a96c,2007-01-10,Canada,0.31,380.14,Tornado,1248154.56,3298082
4fa57dbe-1382-4f7a-a293-a8cc574cbda7,2012-04-12,Germany,1.54,371.03,Wildfire,6086276.76,494558
b545e719-fd08-4fe2-ab5e-46af087af0dd,2003-02-10,USA,-0.75,417.75,Drought,5848169.05,607813
d8cdc28e-0564-4b63-af81-4f31a9dd729f,2016-11-27,Japan,1.36,385.02,Heatwave,1498554.85,952967
0f2b03bb-4bc8-48df-bcae-ac3394b77926,2001-10-05,France,-0.3,417.88,Wildfire,5202488.29,3460929
c250d100-7f9c-4cb4-8696-3ed4f697eca9,2005-09-02,Japan,-0.62,414.2,Drought,8981922.3,1634797
e3c00443-6d5b-4d70-9453-a6c15da7e373,2020-12-08,Australia,-1.31,358.71,None,2634482.67,3134648
18b8275a-4399-48b0-82da-c635b37c93c2,2006-12-05,India,0.58,379.18,Tornado,7226083.51,4918338
d9cd629d-d4c4-441b-a1be-c45c19fb6306,2011-04-10,Russia,-1.25,392.95,Flood,8761467.26,4049434
2e4ea6cb-704a-40de-8af1-26b5b6bf6361,2019-10-29,France,-1.42,360.56,Flood,4304057.77,4459400
a9bf1604-50f7-41cf-9fdf-71f8462e46e2,2016-08-18,India,-0.66,354.64,Flood,5124319.82,3027635
82501009-37ca-41cb-9ca8-7abb12fe61a5,2019-09-23,USA,1.48,419.18,Drought,27726.0,1545147
ab862d0e-cddb-40c9-9038-48342c78fcdd,2019-10-03,Brazil,0.63,372.46,None,3605690.62,3450905
bfddb1a4-ecd4-400a-80b2-23ccb720e993,2001-08-23,China,-0.11,353.64,Flood,1877977.88,548111
46c1f169-043f-45cf-8330-5ee729b139a0,2021-05-02,India,-1.2,351.3,Hurricane,7082843.53,1642502
759d306e-23ce-4ead-a29d-349cf869ee47,2008-11-30,China,-0.73,364.53,Wildfire,5703846.37,1672330
c6a9371b-9eff-48e3-aa47-2badf16e2dfe,2020-10-25,USA,-1.64,399.79,Drought,6701492.25,1718386
2ade00af-fa27-4209-b2f8-ea9791238477,2013-04-11,India,0.62,380.51,Tornado,7856726.95,3453451
5eed986e-d210-41f2-9ae7-adbabe713698,2016-08-06,Brazil,-1.73,408.02,None,7834605.95,4352309
4570b108-6f93-43de-bd8a-69601fd68ee0,2008-11-27,China,-0.1,418.91,Drought,7703475.16,3073757
3bd58aa8-bd0a-4192-93df-3671640c5a8f,2014-08-04,India,-1.63,407.28,Hurricane,3153407.44,4486954
e36b7765-dbd1-467e-90a0-25daec250e59,2023-10-27,Brazil,1.63,389.7,Drought,7002923.62,2871350
1701d13b-5793-4d47-a89d-2359d3f684fb,2000-07-08,India,0.59,357.3,Heatwave,3070821.19,3280950
035ea292-7579-4e54-8732-c54c10863ebf,2007-05-10,Japan,0.51,407.61,None,8849454.57,4308887
7fe5243a-e02a-4ade-9a6e-4a9210bc4af3,2004-02-24,Brazil,1.5,363.64,None,7678010.52,2364073
d0c4a927-2681-4e9c-865c-bdb6edff1e98,2003-07-07,France,0.65,351.01,Flood,8750622.17,1297666
09f91b3b-c6a3-4571-8129-97fa6da975c3,2018-05-12,Brazil,-0.37,395.84,Heatwave,6923557.34,2230044
e6eafb01-68d8-493d-ae42-098fcad20a53,2000-09-07,China,1.19,383.41,Heatwave,8664991.18,3630437
67b2a952-dc7e-4fa5-9f32-2225ac6a3b4d,2018-08-13,France,1.32,411.24,Drought,1899455.61,1245832
a98dbaf5-7931-4bda-b05b-46e1a694238f,2018-08-04,Russia,1.05,385.03,Heatwave,5683708.5,750634
63ab084a-0eb3-4580-9633-97d3f3b942b3,2006-10-13,France,-1.54,352.0,Wildfire,7852836.96,1276970
c77c9bb6-4096-43ce-990f-87e95f262fec,2023-10-19,Canada,1.96,367.6,Drought,473911.52,243582
7b067004-1061-48f6-b0d4-47345813f3c4,2019-10-14,Canada,-0.09,379.51,Flood,3808296.45,4896568
ddc6947b-158e-4f69-852b-ae16f42daa55,2004-12-22,India,-0.91,397.98,Hurricane,8388612.74,4911992
b2e8375d-f1b0-4a9a-9234-bba7527004f8,2005-08-02,Japan,-1.93,365.09,Wildfire,6250455.53,4857524
db9763c1-1dcf-431b-b602-d28d51ab0153,2011-09-16,Brazil,-0.43,359.85,Wildfire,7038266.57,2783022
5afd19aa-5299-4c46-a9c0-4c66aea6e169,2020-09-10,Brazil,1.44,354.24,Tornado,1614071.76,4084955
848854e0-1824-49f3-819f-125f06e31405,2014-01-13,Brazil,-0.4,419.5,Heatwave,4564399.14,4565951
0478c061-5c03-4932-9c4f-06cf370e16b1,2018-10-18,India,0.38,368.9,Hurricane,8711664.54,3661127
cdf0de03-052a-493e-b616-f89178ab4adc,2022-12-20,India,0.18,401.08,Tornado,6594759.08,3586633
ea0429fa-12b2-4729-bc84-99f1ceaa03e2,2002-06-24,China,-0.76,417.67,Wildfire,3167461.22,480718
8f30356a-e08c-4984-89d8-d08e51f48c29,2002-02-15,Brazil,0.13,387.2,Drought,2637149.03,1236766
58fdea0a-937d-481a-86a6-82081e9dc48e,2014-09-17,Brazil,-1.43,383.83,Flood,6271568.75,4336133
44d569ef-6c55-4383-9ec2-07c6acb5a9dc,2022-06-07,China,-1.49,380.67,Heatwave,3680184.71,4688730
79d4ee3e-fef4-46be-b036-66122dfb104b,2018-02-10,Australia,-0.98,395.19,None,1896928.05,1543633
7c26f029-467d-469c-bb5e-041b5639b2e0,2000-12-29,China,0.42,358.18,Drought,605031.44,1797892
df9cdc96-3207-4e0f-b9ea-e73701ab1807,2015-07-10,Australia,1.86,382.97,None,9525777.55,2739491
bc227c1b-02a1-4e63-914c-bf6036c8d254,2017-06-05,Germany,-0.24,401.48,Flood,567110.75,4754146
41f95b3e-5e66-4c7f-9aa3-06185ddda041,2008-05-08,India,-1.2,409.29,Flood,8492865.82,1845510
4b006a2f-daf9-4d3f-9ba4-7142e4a0140e,2003-02-04,France,0.04,369.44,Hurricane,4734510.39,2110948
cb54c192-edcd-4309-b27b-4f92eb63c330,2000-09-14,Brazil,-1.85,405.25,Hurricane,2639496.24,4123432
d585aade-a570-4337-80ca-ee935f65ac43,2014-09-28,Canada,1.65,358.64,Heatwave,7031522.29,666554
aa75bd73-55dd-459e-ba07-e1e648817024,2001-09-27,India,-1.55,374.31,Flood,9314954.06,1781991
91e1699d-f773-4430-a440-b0916d88410f,2011-12-06,Australia,-1.45,394.64,None,9937039.92,1383882
b1ada908-c601-40b0-9bbb-74b32e0314e5,2009-06-02,Brazil,-1.26,413.83,Wildfire,73120.94,4175561
3a148b03-f4ae-4984-86e7-65bf9f9ad8c5,2009-05-01,USA,-0.28,357.44,Heatwave,4098022.21,1144143
ef213777-1863-4de9-abc8-b92ab105fd1c,2008-05-23,France,0.95,360.15,None,6014693.21,1162289
fa5c88bd-59bb-48cd-bafe-f9b66f5d3707,2023-10-05,Germany,0.65,371.2,Hurricane,5443094.73,4857987
ba202d29-5393-4694-9f2a-32a0efa74b19,2005-10-09,Brazil,-1.29,365.27,Wildfire,1505194.97,2617696
3fd484b7-75eb-4f96-863c-2e46eaeeff1e,2012-12-12,Australia,-1.35,398.48,Hurricane,1993198.08,4310338
a9b9d3b2-87dd-45be-9101-ed68e993a66a,2017-02-18,India,1.18,411.29,Hurricane,8741358.07,3589838
66250740-8b20-41e7-9a78-adf6255f83e5,2015-10-22,USA,-0.17,390.37,None,7634197.64,1772723
0fff0e29-626e-4778-8946-6bbe1f00bef2,2016-09-11,Brazil,-1.59,368.87,None,6716432.46,2969861
7c7216ad-d294-4e1a-8846-091af856f57d,2022-03-12,Brazil,-0.09,410.04,Hurricane,1687007.84,4150302
2cd5f33a-4b3b-4613-a974-b5be28ef6c02,2022-10-05,China,-0.23,411.8,Tornado,5483061.63,2102379
b3f35597-8e27-45a5-aeba-c75f46d33edd,2019-09-19,USA,-1.09,356.69,Drought,8823948.75,2440135
3bc6b1bf-1ebc-41d6-85be-bf3d595350e2,2020-02-27,Germany,-0.99,418.44,Drought,5803664.44,53120
1a5e6598-50c0-4efb-b9c3-859b7de30764,2012-11-28,Japan,-1.65,416.18,Hurricane,8107868.04,3146422
77a84479-09b9-4f1b-b001-9ff3d53e9197,2001-03-11,USA,1.79,366.36,Heatwave,1182159.3,853655
4aa18cf0-e1b9-4b01-9ed8-4992aa857bd6,2014-12-17,India,0.82,386.75,Hurricane,8391116.55,2286290
b0004dc8-00ec-4ca8-9915-91932b1c5088,2005-07-03,Brazil,0.43,410.88,Drought,1634036.65,113004
7885a6cb-d0d5-4cf2-a18e-2bd70b1bce34,2000-06-08,USA,1.28,380.37,Flood,836130.28,4677204
f27dbe3d-3ab4-4bba-9d14-076c69cb1791,2021-12-02,Canada,1.57,350.75,None,9975622.3,1036763
66d4eff3-0f92-4151-bbe3-2a36177f841c,2008-02-20,Canada,0.98,393.54,Drought,2566489.87,3474971
59014b78-2478-4256-8dd1-bd03e98277d7,2010-07-21,Russia,-1.49,351.99,Wildfire,2400017.42,1406216
